BirdID,jdate,daily_nsd,days_numeric,year,nsd_plot_data
8407_2022,2022-02-01,44962.5322868408,32,2022,0.21204370371892864
8407_2022,2022-02-02,1487.8105402753317,33,2022,0.03857214720851474
8407_2022,2022-02-03,101406.48975573428,34,2022,0.31844385652063417
8407_2022,2022-02-04,50685.470484755366,35,2022,0.22513433875078978
8407_2022,2022-02-05,5924.215109273437,36,2022,0.07696892300970201
8407_2022,2022-02-06,97463.66363507639,37,2022,0.31219170974751453
8407_2022,2022-02-07,429487.7370894922,38,2022,0.6553531392230392
8407_2022,2022-02-08,865851.9064853434,39,2022,0.9305116369424637
8407_2022,2022-02-09,55177.02374528481,40,2022,0.23489790068300911
8407_2022,2022-02-10,357331.4250079258,41,2022,0.5977720510428083
8407_2022,2022-02-11,87034.68268979304,42,2022,0.2950164108821627
8407_2022,2022-02-12,958440.6999378257,43,2022,0.978999846750665
8407_2022,2022-02-13,2439297.1374571226,44,2022,1.5618249381595628
8407_2022,2022-02-14,2135905.26669404,45,2022,1.4614736626754654
8407_2022,2022-02-15,2268014.2827068265,46,2022,1.5059927897260421
8407_2022,2022-02-16,2327759.7093621157,47,2022,1.525699744170561
8407_2022,2022-02-17,2159186.5070668254,48,2022,1.4694170636911854
8407_2022,2022-02-18,359784.1525028043,49,2022,0.5998201001156966
8407_2022,2022-02-19,352283.1084446871,50,2022,0.5935344206064944
8407_2022,2022-02-20,2796154.9014465273,51,2022,1.6721707154015486
8407_2022,2022-02-21,2065980.5872957897,52,2022,1.4373519357818354
8407_2022,2022-02-22,1804951.2499565184,53,2022,1.3434847412443949
8407_2022,2022-02-23,1119965.2640273834,54,2022,1.0582841130941083
8407_2022,2022-02-24,1444446.1324928056,55,2022,1.2018511274250259
8407_2022,2022-02-25,906334.465435958,56,2022,0.9520160006197155
8407_2022,2022-02-26,46804.959551880245,57,2022,0.21634453899250666
8407_2022,2022-02-27,111719.3080586619,58,2022,0.3342443837354069
8407_2022,2022-02-28,1711867.031108666,59,2022,1.3083833654967743
8407_2022,2022-03-01,1735927.4530621346,60,2022,1.3175459965641179
8407_2022,2022-03-02,1626854.46795559,61,2022,1.2754820531687578
8407_2022,2022-03-03,1825581.377714538,62,2022,1.3511407690224353
8407_2022,2022-03-04,1762463.6807457872,63,2022,1.3275781260422255
8407_2022,2022-03-05,1874984.2949226596,64,2022,1.369300659067489
8407_2022,2022-03-06,1771502.9058686427,65,2022,1.3309781763307176
8407_2022,2022-03-07,1657580.0338754621,66,2022,1.2874704011648044
8407_2022,2022-03-08,1816403.6101602642,67,2022,1.3477401864455418
8407_2022,2022-03-09,2068191.947144498,68,2022,1.4381209779237967
8407_2022,2022-03-10,2085430.669314889,69,2022,1.4441020287067285
8407_2022,2022-03-11,1989480.8146425106,70,2022,1.4104895655915042
8407_2022,2022-03-12,1959355.936857258,71,2022,1.3997699585493533
8407_2022,2022-03-13,1956438.7503460757,72,2022,1.3987275468603868
8407_2022,2022-03-14,1857714.9729524665,73,2022,1.362980180689531
8407_2022,2022-03-15,1931861.6900447223,74,2022,1.38991427435102
8407_2022,2022-03-16,1887816.0352385556,75,2022,1.3739781785889307
8407_2022,2022-03-17,1880767.848437851,76,2022,1.3714108970100285
8407_2022,2022-03-18,1795203.1059743585,77,2022,1.339851897029802
8407_2022,2022-03-19,1815171.0012197096,78,2022,1.347282821541086
8407_2022,2022-03-20,3670861.3576613087,79,2022,1.9159492053969773
8407_2022,2022-03-21,2559513.1267957697,80,2022,1.599847844888935
8407_2022,2022-03-22,2584863.7953355336,81,2022,1.6077511608876336
8407_2022,2022-03-23,2474497.823880979,82,2022,1.573053662111048
8407_2022,2022-03-24,2895943.961326879,83,2022,1.701747325934987
8407_2022,2022-03-25,2647936.215334198,84,2022,1.6272480497251174
8407_2022,2022-03-26,2368158.8185593747,85,2022,1.5388823277168968
8407_2022,2022-03-27,2837306.8966700165,86,2022,1.684430733710952
8407_2022,2022-03-28,2488524.9062731755,87,2022,1.5775059132292262
8407_2022,2022-03-29,2872929.726417607,88,2022,1.6949718954654107
8407_2022,2022-03-30,2011899.34900151,89,2022,1.4184143784527532
8407_2022,2022-03-31,2460197.717468484,90,2022,1.5685017428962211
8407_2022,2022-04-01,2882136.7388594025,91,2022,1.6976857008467152
8407_2022,2022-04-02,3764554.50747848,92,2022,1.9402459914862549
8407_2022,2022-04-03,3368137.2861590697,93,2022,1.8352485625002053
8407_2022,2022-04-04,3808147.9632175257,94,2022,1.95144765833407
8407_2022,2022-04-05,3207994.5173682803,95,2022,1.7910875236482109
8407_2022,2022-04-06,4964824.968548525,96,2022,2.22818871924003
8407_2022,2022-04-07,6154822.437847234,97,2022,2.4808914603116428
8407_2022,2022-04-08,2066408.926998478,98,2022,1.4375009311296036
8407_2022,2022-04-09,800387.8021410744,99,2022,0.894643952721458
8407_2022,2022-04-10,802729.0430978031,100,2022,0.89595147362890315
8407_2022,2022-04-11,813520.7118825602,101,2022,0.9019538302388656
8407_2022,2022-04-12,797948.4956052687,102,2022,0.893279629010574
8407_2022,2022-04-13,786097.5314853154,103,2022,0.8866214138432003
8407_2022,2022-04-14,814961.6883941495,104,2022,0.9027522851780269
