BirdID,jdate,daily_nsd,days_numeric,year,nsd_plot_data
9069_2023,2023-02-24,15612.712048199723,55,2023,0.12495083852539655
9069_2023,2023-02-25,118057.21745946606,56,2023,0.34359455388504934
9069_2023,2023-02-26,228489.50110109415,57,2023,0.478005754255212
9069_2023,2023-02-27,118967.65005336245,58,2023,0.344916874120943
9069_2023,2023-02-28,155277.90469590345,59,2023,0.39405317495980596
9069_2023,2023-03-01,97673.58011888346,60,2023,0.3125277269601586
9069_2023,2023-03-02,5042.637731860356,61,2023,0.07101153238636917
9069_2023,2023-03-03,40834.93070846707,62,2023,0.20207654665612998
9069_2023,2023-03-04,63024.86647100919,63,2023,0.25104753826916765
9069_2023,2023-03-05,89919.58168881654,64,2023,0.2998659395276772
9069_2023,2023-03-06,32775.79049244134,65,2023,0.18104085310349524
9069_2023,2023-03-07,87469.60159137854,66,2023,0.29575260200271875
9069_2023,2023-03-08,115623.36557955756,67,2023,0.3400343594102772
9069_2023,2023-03-09,45286.95053855788,68,2023,0.2128073084707334
9069_2023,2023-03-10,41858.33827300792,69,2023,0.20459310416777962
9069_2023,2023-03-11,59106.09471713501,70,2023,0.24311745045787028
9069_2023,2023-03-12,105607.07719174596,71,2023,0.3249724252790473
9069_2023,2023-03-13,77974.43179607714,72,2023,0.27923902269574924
9069_2023,2023-03-14,85207.16517386408,73,2023,0.29190266386907826
9069_2023,2023-03-15,78253.90696669572,74,2023,0.27973899793681917
9069_2023,2023-03-16,68208.59211536907,75,2023,0.2611677470810075
9069_2023,2023-03-17,44670.40333894549,76,2023,0.21135373982720412
9069_2023,2023-03-18,79181.36682606571,77,2023,0.2813918385917859
9069_2023,2023-03-19,50417.7999344273,78,2023,0.22453908331163042
9069_2023,2023-03-20,45450.33004586702,79,2023,0.21319083011674544
9069_2023,2023-03-21,72320.30812060216,80,2023,0.26892435390012964
9069_2023,2023-03-22,1137345.1956642487,81,2023,1.0664638745237687
9069_2023,2023-03-23,2301725.812732291,82,2023,1.5171439657238501
9069_2023,2023-03-24,300854.20693171094,83,2023,0.5485017838910927
9069_2023,2023-03-25,1888040.1730678575,84,2023,1.3740597414478954
9069_2023,2023-03-26,674982.1866826903,85,2023,0.8215729953465427
9069_2023,2023-03-27,1913611.2791492073,86,2023,1.3833333940699934
9069_2023,2023-03-28,176892.26370114632,87,2023,0.4205856199409893
9069_2023,2023-03-29,3095814.0958685954,88,2023,1.7594925677218973
9069_2023,2023-03-30,16280143.685877567,89,2023,4.034866005938433
9069_2023,2023-03-31,46646622.44871934,90,2023,6.829833266538748
9069_2023,2023-04-01,90170063.24171464,91,2023,9.49579187017674
9069_2023,2023-04-02,37764508.1739931,92,2023,6.14528340876099
9069_2023,2023-04-03,43267.5885877138,93,2023,0.2080086262338988
9069_2023,2023-04-04,56529.72319312324,94,2023,0.23775980146594006
9069_2023,2023-04-05,32417.204554036573,95,2023,0.18004778408532712
9069_2023,2023-04-06,55143.65322999142,96,2023,0.23482685798262393
9069_2023,2023-04-07,23065.646838856665,97,2023,0.15187378588438713
9069_2023,2023-04-08,18298.741945488928,98,2023,0.1352728426014953
9069_2023,2023-04-09,35359.879799908325,99,2023,0.18804222876765825
9069_2023,2023-04-10,39349.21798433319,100,2023,0.19836637311886607
9069_2023,2023-04-11,33904.112369555165,101,2023,0.18413069371931223
9069_2023,2023-04-12,31935.250658756202,102,2023,0.17870436664714212
9069_2023,2023-04-13,40385.4400699938,103,2023,0.20096128997892554
9069_2023,2023-04-14,36602.20617125093,104,2023,0.1913170305311342
9069_2023,2023-04-15,36621.789675105414,105,2023,0.19136820445179867
9069_2023,2023-04-16,31098.660337119556,106,2023,0.1763481225789477
9069_2023,2023-04-17,57994.422182209084,107,2023,0.24082031098354034
9069_2023,2023-04-18,66983.63709709625,108,2023,0.25881197247634474
9069_2023,2023-04-19,34301.60294561453,109,2023,0.1852069192703516
9069_2023,2023-04-20,18082.230055726897,110,2023,0.13447018277568784
9069_2023,2023-04-21,30508.79855534395,111,2023,0.1746676803399643
9069_2023,2023-04-22,46893.00736903574,112,2023,0.21654793319040413
9069_2023,2023-04-23,41298.477395363196,113,2023,0.20322026817068023
9069_2023,2023-04-24,50923.82895274769,114,2023,0.2256630872622895
9069_2023,2023-04-25,57410.11891402733,115,2023,0.23960408784915865
9069_2023,2023-04-26,61477.62186390753,116,2023,0.24794681257057435
9069_2023,2023-04-27,94802.24954303517,117,2023,0.30789973943320437
9069_2023,2023-04-28,58910.196189338596,118,2023,0.24271422741433718
9069_2023,2023-04-29,82635.66873386502,119,2023,0.28746420426527025
9069_2023,2023-04-30,45766.58895723049,120,2023,0.21393127157391106
