BirdID,jdate,daily_nsd,days_numeric,year,nsd_plot_data
9086_2023,2023-02-24,0,55,2023,0
9086_2023,2023-02-25,47168.57727713865,56,2023,0.21718328038119936
9086_2023,2023-02-26,853289.8175121737,57,2023,0.9237368767739944
9086_2023,2023-02-27,1324701.9514003778,58,2023,1.1509569720021586
9086_2023,2023-02-28,389806.3497801718,59,2023,0.6243447363277533
9086_2023,2023-03-01,663267.2570458327,60,2023,0.8144122156781741
9086_2023,2023-03-02,298458.1288899905,61,2023,0.5463132150058155
9086_2023,2023-03-03,514085.0826239216,62,2023,0.7169972682123145
9086_2023,2023-03-04,455369.45620800473,63,2023,0.6748106817530415
9086_2023,2023-03-05,799219.4297479356,64,2023,0.8939907324731815
9086_2023,2023-03-06,543899.4221008503,65,2023,0.7374953709013029
9086_2023,2023-03-07,722576.9287662755,66,2023,0.8500452510109539
9086_2023,2023-03-08,548578.5716565565,67,2023,0.7406609019359376
9086_2023,2023-03-09,601822.9420426954,68,2023,0.7757724808490536
9086_2023,2023-03-10,658413.6237870385,69,2023,0.8114269060038855
9086_2023,2023-03-11,295115.1190946801,70,2023,0.5432449899397878
9086_2023,2023-03-12,909398.8871400055,71,2023,0.9536240806208731
9086_2023,2023-03-13,1108245.723299465,72,2023,1.05273250320272
9086_2023,2023-03-14,448727.6730200037,73,2023,0.6698713854315645
9086_2023,2023-03-15,687407.9396454354,74,2023,0.8291006812477213
9086_2023,2023-03-16,582318.57230606745,75,2023,0.763098009633145
9086_2023,2023-03-17,379164.9553903725,76,2023,0.6157637171759737
9086_2023,2023-03-18,649118.4897080028,77,2023,0.8056788998776143
9086_2023,2023-03-19,503751.64382046124,78,2023,0.7097546363500989
9086_2023,2023-03-20,559501.0437867647,79,2023,0.7479980239190239
9086_2023,2023-03-21,315058.14885296265,80,2023,0.5613004087411327
9086_2023,2023-03-22,776829.641046413,81,2023,0.8813793967675969
9086_2023,2023-03-23,802637.8953909554,82,2023,0.8959006057543188
9086_2023,2023-03-24,650557.1331363715,83,2023,0.8065712201265128
9086_2023,2023-03-25,495666.8702648027,84,2023,0.7040361285223953
9086_2023,2023-03-26,886490.6279760087,85,2023,0.94153631261678306
9086_2023,2023-03-27,1794542.2244787337,86,2023,1.3396052494965576
9086_2023,2023-03-28,1843900.1829947461,87,2023,1.3579028621351183
9086_2023,2023-03-29,851812.4893198626,88,2023,0.9229368826305852
9086_2023,2023-03-30,449797.0731992506,89,2023,0.6706691234873203
9086_2023,2023-03-31,303006.3338734726,90,2023,0.5504601110648005
9086_2023,2023-04-01,612418.3106237096,91,2023,0.7825716009565575
9086_2023,2023-04-02,297276.28857846104,92,2023,0.5452304912405955
9086_2023,2023-04-03,1686951.8221609534,93,2023,1.298827094790124
9086_2023,2023-04-04,4297096.187303975,94,2023,2.072943845670687
9086_2023,2023-04-05,3033169.168541859,95,2023,1.741599600522996
9086_2023,2023-04-06,361659.2893377353,96,2023,0.6013811514653044
9086_2023,2023-04-07,1903987.678692112,97,2023,1.3798506001347073
9086_2023,2023-04-08,4979304.787886539,98,2023,2.231435589006893
9086_2023,2023-04-09,6441899.694431879,99,2023,2.5380897727290654
9086_2023,2023-04-10,5491926.111375449,100,2023,2.3434858888790964
9086_2023,2023-04-11,5556892.730851666,101,2023,2.3573062446045627
9086_2023,2023-04-12,5561507.082154367,102,2023,2.3582847754574443
