BirdID,jdate,daily_nsd,days_numeric,year,nsd_plot_data
8208_2023,2023-02-01,13506.603136082995,32,2023,0.11621791228585633
8208_2023,2023-02-02,21859.576867358115,33,2023,0.1478498456791826
8208_2023,2023-02-03,7786.558444940917,34,2023,0.08824147803012435
8208_2023,2023-02-04,27750.044350028104,35,2023,0.16658344560618293
8208_2023,2023-02-05,79651.15088131558,36,2023,0.2822253547810961
8208_2023,2023-02-06,17751.076247152385,37,2023,0.13323316496710713
8208_2023,2023-02-07,179387.278448801,38,2023,0.42354135388271236
8208_2023,2023-02-08,78581.98093756702,39,2023,0.280324777601922
8208_2023,2023-02-09,30952.668090624345,40,2023,0.17593370368017705
8208_2023,2023-02-10,12119.76207295598,41,2023,0.1100897909570001
8208_2023,2023-02-11,21979.34794738625,42,2023,0.14825433534094795
8208_2023,2023-02-12,72240.75945208514,43,2023,0.2687764116362988
8208_2023,2023-02-13,42906.245927601456,44,2023,0.20713822903462667
8208_2023,2023-02-14,21461.295116114215,45,2023,0.14649674097437873
8208_2023,2023-02-15,93832.6961509409,46,2023,0.3063212303300914
8208_2023,2023-02-16,92150.85618655909,47,2023,0.30356359496250385
8208_2023,2023-02-17,298445.18634917383,48,2023,0.5463013695289202
8208_2023,2023-02-18,22313.9593290764,49,2023,0.14937857720930534
8208_2023,2023-02-19,160724.9078181406,50,2023,0.4009051107408592
8208_2023,2023-02-20,84471.04822792852,51,2023,0.2906390342468274
8208_2023,2023-02-21,178079.77407194334,52,2023,0.4219949929465317
8208_2023,2023-02-22,63541.824584535105,53,2023,0.25207503760692984
8208_2023,2023-02-23,185352.27663016014,54,2023,0.43052558185334366
8208_2023,2023-02-24,13305.384575827064,55,2023,0.11534896868124596
8208_2023,2023-02-25,32483.934988385063,56,2023,0.18023300194022476
8208_2023,2023-02-26,34112.017532048645,57,2023,0.18469438955216977
8208_2023,2023-02-27,153942.39986861197,58,2023,0.3923549411803195
8208_2023,2023-02-28,288500.79941836145,59,2023,0.5371227042476993
8208_2023,2023-03-01,113702.08055998776,60,2023,0.33719739109309216
8208_2023,2023-03-02,791329.7017371021,61,2023,0.8895671429055269
8208_2023,2023-03-03,136432.48423647688,62,2023,0.36936768163508416
8208_2023,2023-03-04,45122.56656761013,63,2023,0.21242073007974088
8208_2023,2023-03-05,289726.7710070575,64,2023,0.538262734180119
8208_2023,2023-03-06,11011.15443077994,65,2023,0.10493404800530637
8208_2023,2023-03-07,19009.39905752408,66,2023,0.13787457727051813
8208_2023,2023-03-08,283239.8938967674,67,2023,0.5322028691173765
8208_2023,2023-03-09,132019.82959407472,68,2023,0.3633453310475789
8208_2023,2023-03-10,129341.25472557923,69,2023,0.35964045201503575
8208_2023,2023-03-11,296187.947544208,70,2023,0.5442315201678491
8208_2023,2023-03-12,71778.60342298402,71,2023,0.2679152915064461
8208_2023,2023-03-13,201321.65719624134,72,2023,0.4486888200036205
8208_2023,2023-03-14,19064.495066221352,73,2023,0.1380742375181603
8208_2023,2023-03-15,71598.81264347203,74,2023,0.26757954451615323
8208_2023,2023-03-16,309097.3646394958,75,2023,0.5559652548851374
8208_2023,2023-03-17,325394.4079827676,76,2023,0.5704335263488355
8208_2023,2023-03-18,127282.15065713332,77,2023,0.3567662409157197
8208_2023,2023-03-19,133275.31395191158,78,2023,0.3650689167156136
8208_2023,2023-03-20,325097.19756869157,79,2023,0.5701729540838391
8208_2023,2023-03-21,333942.2007689125,80,2023,0.5778773232866233
8208_2023,2023-03-22,264830.24972722644,81,2023,0.5146166045972734
8208_2023,2023-03-23,593313.8039073335,82,2023,0.7702686569680306
8208_2023,2023-03-24,160714.19045622836,83,2023,0.40089174406094763
8208_2023,2023-03-25,160159.0302357073,84,2023,0.40019873842343295
8208_2023,2023-03-26,873200.4941960823,85,2023,0.9344519753288996
8208_2023,2023-03-27,111271.83063451452,86,2023,0.3335743255026
8208_2023,2023-03-28,145332.06591831788,87,2023,0.381224429855063
8208_2023,2023-03-29,85581.68174936077,88,2023,0.2925434698456979
8208_2023,2023-03-30,168334.87180911415,89,2023,0.41028632905461787
8208_2023,2023-03-31,681205.9207307363,90,2023,0.8253519980776302
8208_2023,2023-04-01,421209.74266180117,91,2023,0.6490067354517988
8208_2023,2023-04-02,182437.7401276517,92,2023,0.4271273113811053
8208_2023,2023-04-03,276474.7907040168,93,2023,0.5258087016244756
8208_2023,2023-04-04,330523.3490183355,94,2023,0.5749116010469222
8208_2023,2023-04-05,221327.86668960084,95,2023,0.47045495713149926
8208_2023,2023-04-06,359652.19951167697,96,2023,0.5997100962228975
8208_2023,2023-04-07,363737.76196067565,97,2023,0.60310675834438765
8208_2023,2023-04-08,343940.8907698078,98,2023,0.5864647395792929
8208_2023,2023-04-09,497862.3492639858,99,2023,0.705593614812369
8208_2023,2023-04-10,225629.84923830442,100,2023,0.4750051044339465
8208_2023,2023-04-11,368240.97243681573,101,2023,0.6068286186698975
8208_2023,2023-04-12,141938.91125179196,102,2023,0.3767478085560578
8208_2023,2023-04-13,99899.6870576123,103,2023,0.31606911753224537
8208_2023,2023-04-14,150459.0873481342,104,2023,0.3878905610454245
8208_2023,2023-04-15,226671.43960721785,105,2023,0.47610024113333305
8208_2023,2023-04-16,133451.88982169313,106,2023,0.3653106757565307
8208_2023,2023-04-17,222385.33325589294,107,2023,0.4715774944331981
8208_2023,2023-04-18,154406.01033784964,108,2023,0.3929453019668891
8208_2023,2023-04-19,101463.20804915015,109,2023,0.3185328994768832
8208_2023,2023-04-20,64677.08981665771,110,2023,0.25431690823981346
8208_2023,2023-04-21,62040.42809464349,111,2023,0.24907916029777258
8208_2023,2023-04-22,158015.8199671641,112,2023,0.39751203751227976
8208_2023,2023-04-23,140402.05053793837,113,2023,0.37470261613436645
8208_2023,2023-04-24,110030.27284462038,114,2023,0.3317081139264163
8208_2023,2023-04-25,101752.89275367587,115,2023,0.31898729246425456
8208_2023,2023-04-26,39299.21057084338,116,2023,0.19824028493432758
8208_2023,2023-04-27,40475.84695099132,117,2023,0.20118610029271733
8208_2023,2023-04-28,38997.82214482472,118,2023,0.19747866250515453
8208_2023,2023-04-29,43427.66677919056,119,2023,0.20839305837573033
