BirdID,BandID,LPDV,name,mean,lower,upper,Rhat,n.eff,Status
8468_2022,8468,1,int_2,13.14277684,12.41682582,13.88276676,1.000038173,27177,1
8468_2022,8468,1,sigma_1,1.273654187,0.965384406,1.606448758,1.000298822,20479,1
8469_2022,8469,1,cp_1,68.45224745,67.93236519,68.99999024,1.000162311,18285,0
8469_2022,8469,1,int_1,0.918713302,0.752965219,1.088272874,1.000054565,27764,0
8469_2022,8469,1,int_2,2.271368054,2.189215841,2.354282666,1.000243248,26921,0
8469_2022,8469,1,sigma_1,0.300427221,0.249409782,0.35550929,1.000118962,22719,0
8471_2022,8471,1,cp_1,98.61188745,96.01262271,100.9862891,1.000019448,13626,1
8471_2022,8471,1,int_1,2.079513819,1.924400225,2.2371701,1.000060301,26015,1
8471_2022,8471,1,int_2,3.365084896,3.136093583,3.600658747,1.000141473,20508,1
8471_2022,8471,1,sigma_1,0.516534979,0.426425335,0.610251933,1.000065619,22325,1
8472_2022,8472,0,cp_1,119.4975694,119.0207331,119.9685563,0.999975672,31606,0
8472_2022,8472,0,int_1,0.383069655,0.333256754,0.431833279,1.000464707,27959,0
8472_2022,8472,0,int_2,2.286021763,1.882314043,2.681460816,1.000159881,26210,0
8472_2022,8472,0,sigma_1,0.200648224,0.16596514,0.236534245,0.99999267,23768,0
8474_2022,8474,1,cp_1,97.08927954,95.2325914,98.0002033,1.000240756,17364,0
8474_2022,8474,1,int_1,0.617633608,0.50407998,0.729882859,1.000003606,27620,0
8474_2022,8474,1,int_2,1.418908155,1.261027467,1.565177627,1.000023896,24667,0
8474_2022,8474,1,sigma_1,0.370121054,0.306281558,0.438605897,1.000001751,22315,0
8478_2022,8478,0,cp_1,94.60030008,94.00002871,95.81587365,0.999987939,14767,1
8478_2022,8478,0,int_1,0.375529552,0.046705472,0.709504893,1.000091829,23888,1
8478_2022,8478,0,int_2,6.866056902,6.483420023,7.260720138,1.000080539,23000,1
8478_2022,8478,0,sigma_1,0.970988312,0.796861838,1.159786056,1.000037957,21507,1
8479_2022,8479,0,cp_1,93.5007308,93.02680603,93.9755269,1.000026772,32131,1
8479_2022,8479,0,int_1,0.290171032,0.133239344,0.446583163,0.999969018,27754,1
8479_2022,8479,0,int_2,3.951768679,3.778542511,4.128337203,1.000070281,26461,1
8479_2022,8479,0,sigma_1,0.455397136,0.373483742,0.542681111,1.000226627,21947,1
8479_2023,8479,0,cp_1,94.1534999,92.0770159,94.99999812,1.000681351,6723,0
8479_2023,8479,0,int_1,0.403282403,0.345120196,0.462551353,1.000049625,27595,0
8479_2023,8479,0,int_2,0.89187821,0.797342693,0.984756357,1.000043926,19910,0
8479_2023,8479,0,sigma_1,0.235354624,0.200023606,0.271108003,1.000139253,22550,0
8483_2022,8483,1,cp_1,112.1103627,109.0269335,113.9998837,1.001654731,4206,0
8483_2022,8483,1,int_1,0.991744862,0.911972484,1.069214416,1.00015809,23246,0
8483_2022,8483,1,int_2,1.621332793,1.389782693,1.843114925,1.000466979,10495,0
8483_2022,8483,1,sigma_1,0.281196444,0.228422588,0.334077804,1.000062034,19869,0
8501_2022,8501,1,cp_1,102.6115411,102.0000105,103.8143285,1.000100121,17051,0
8501_2022,8501,1,int_1,0.717843682,0.624859262,0.806436426,1.000308045,26221,0
8501_2022,8501,1,int_2,2.133927449,1.972300888,2.295179935,1.000102771,25029,0
8501_2022,8501,1,sigma_1,0.340517801,0.285892886,0.399168812,0.999976673,22205,0
8501_2023,8501,1,cp_1,81.48548014,81.01230332,81.97771261,1.000119214,23707,1
8501_2023,8501,1,int_1,0.209396019,-0.068763091,0.482880197,1.000012529,27701,1
8501_2023,8501,1,int_2,4.082801218,3.765983223,4.386609798,1.000072262,28216,1
8501_2023,8501,1,sigma_1,0.989760775,0.848415225,1.144716922,1.000440557,25331,1
8502_2022,8502,1,cp_1,101.1031974,97.35696707,102.9993331,1.003944032,2507,1
8502_2022,8502,1,int_1,1.398146867,1.210933115,1.581563536,1.000218336,11027,1
8502_2022,8502,1,int_2,4.058117041,3.580865383,4.508061797,1.000800999,5257,1
8502_2022,8502,1,sigma_1,0.641195742,0.52838275,0.755036334,1.000618767,22991,1
8503_2022,8503,0,cp_1,102.6995958,102.0000323,103.7439907,1.000075697,15259,1
8503_2022,8503,0,int_1,0.874487518,0.805743346,0.943280438,1.00017679,25375,1
8503_2022,8503,0,int_2,2.784578,2.659720861,2.911566509,1.000150612,20440,1
8503_2022,8503,0,sigma_1,0.254152682,0.214075913,0.298263063,1.000052341,24309,1
8504_2022,8504,0,cp_1,99.5220609,99.00482668,99.97653124,1.000054827,21293,0
8504_2022,8504,0,int_1,0.476065171,0.406524707,0.553615546,1.000076441,27267,0
8504_2022,8504,0,int_2,1.779952087,1.665593609,1.896351482,1.000159379,26446,0
8504_2022,8504,0,sigma_1,0.268065588,0.224297306,0.312756894,1.000029811,24222,0
8505_2022,8505,1,cp_1,95.50221345,95.0111576,95.96457496,1.000107398,31046,0
8505_2022,8505,1,int_1,1.009176948,0.930618609,1.088413966,1.000350962,28268,0
8505_2022,8505,1,int_2,2.597817288,2.485043266,2.706415941,1.000211773,26922,0
8505_2022,8505,1,sigma_1,0.277170506,0.232068717,0.325042096,1.000076142,24112,0
8576_2023,8576,1,cp_1,34.37643542,33.12282762,34.99991515,1.000236499,14406,0
8576_2023,8576,1,int_1,0.609188303,0.210868366,1.007937715,1.000055146,17794,0
8576_2023,8576,1,int_2,1.659542905,1.592623526,1.724849718,1.000105924,27272,0
8576_2023,8576,1,sigma_1,0.3121598,0.266135109,0.360897798,1.000000521,22925,0
8579_2023,8579,1,cp_1,94.49786279,94.02452125,94.97311504,1.000213395,31769,1
8579_2023,8579,1,int_1,1.89457627,1.79740408,1.993493446,1.000031198,27374,1
8579_2023,8579,1,int_2,5.205708886,5.050433121,5.356504516,0.99999543,27498,1
8579_2023,8579,1,sigma_1,0.393072939,0.335936203,0.45427033,1.000064675,24123,1
8580_2023,8580,0,cp_1,39.60539421,35.678975,40.99997704,1.001853564,1291,0
8580_2023,8580,0,int_1,0.459033455,0.19617103,0.707864456,1.000256007,5571,0
8580_2023,8580,0,int_2,1.088769878,0.982834305,1.191160488,1.000157622,12119,0
8580_2023,8580,0,sigma_1,0.316952722,0.254866952,0.38675785,1.000017846,15266,0
8581_2023,8581,1,cp_1,85.62747967,85.00001017,86.68628049,1.000166246,11292,0
8581_2023,8581,1,int_1,1.218548213,1.089497703,1.345306962,0.999993835,24008,0
8581_2023,8581,1,int_2,2.755505062,2.631129,2.879899449,1.000049212,26350,0
8581_2023,8581,1,sigma_1,0.359580104,0.298017338,0.426235068,1.000057329,21843,0
8585_2023,8585,1,cp_1,81.09051691,80.03680282,81.9996551,1.007285779,10626,0
8585_2023,8585,1,int_1,0.913896559,0.75568731200000006,1.072474665,1.000119745,26478,0
8585_2023,8585,1,int_2,1.702186855,1.56431695,1.840928266,1.000075638,26198,0
8585_2023,8585,1,sigma_1,0.419108255,0.349542704,0.498982618,1.000127965,21540,0
8586_2023,8586,0,cp_1,94.51751918,93.11472847,95.99816534,0.999979282,32255,1
8586_2023,8586,0,int_1,0.991623935,0.332088715,1.637327727,1.000003818,27878,1
8586_2023,8586,0,int_2,14.33290266,13.58826083,15.08080008,0.999990297,26678,1
8586_2023,8586,0,sigma_1,1.870982731,1.538012566,2.242818284,1.000139826,23619,1
8601_2023,8601,1,cp_1,110.5856157,109.5069128,111.9999276,1.009320718,9529,0
8601_2023,8601,1,int_1,0.395409298,0.311805905,0.480646417,1.000148694,27777,0
8601_2023,8601,1,int_2,1.083389835,0.86064249,1.310170521,1.000086658,23984,0
8601_2023,8601,1,sigma_1,0.350122798,0.296642822,0.409725379,1.000190385,22393,0
8602_2023,8602,1,cp_1,90.79289192,90.00007717,91.91872705,1.000022896,19611,0
8602_2023,8602,1,int_1,1.380444173,1.279892748,1.47794405,1.00004718,26875,0
8602_2023,8602,1,int_2,2.337708698,2.203776227,2.463625942,1.000010221,27795,0
8602_2023,8602,1,sigma_1,0.344509667,0.2901815,0.401955041,1.000495059,23290,0
8603_2023,8603,1,cp_1,74.42837288,65.00111028,84.74819108,1.000586919,9905,0
8603_2023,8603,1,int_1,1.101887929,1.015579323,1.187168261,1.000143449,14931,0
8603_2023,8603,1,int_2,0.875140771,0.805815478,0.944223083,1.000469849,19260,0
8603_2023,8603,1,sigma_1,0.213506135,0.180041709,0.249106489,1.000130359,24904,0
8604_2023,8604,1,cp_1,45.51441955,45.03308426,45.99630102,1.000121663,24257,0
8604_2023,8604,1,int_1,0.117838422,-0.095054493,0.324266528,1.000127617,25175,0
8604_2023,8604,1,int_2,1.209570304,1.154683407,1.263882335,1.000067374,27970,0
8604_2023,8604,1,sigma_1,0.235790461,0.199158524,0.274171673,0.999989509,24933,0
8605_2023,8605,1,cp_1,41.88087979,41.00011405,42.8996818,1.000992146,7333,0
8605_2023,8605,1,int_1,0.271111087,-0.315091278,0.839822029,1.000150351,11395,0
8605_2023,8605,1,int_2,1.246638997,1.180699688,1.311276572,1.000469081,26356,0
8605_2023,8605,1,sigma_1,0.287719953,0.243594635,0.335541997,1.00011489,24390,0
8625_2023,8625,1,cp_1,86.23471607,68.00079132,115.6552141,1.007024163,1614,0
8625_2023,8625,1,int_1,0.712490962,0.311874332,1.083876751,1.002148768,2690,0
8625_2023,8625,1,int_2,0.891746377,0.65068826,1.088702656,1.005879682,3551,0
8625_2023,8625,1,sigma_1,0.39578749,0.320689196,0.475655724,1.000272356,21538,0
8628_2023,8628,1,cp_1,118.5005436,118.0314235,118.9813538,1.000009456,31746,0
8628_2023,8628,1,int_1,0.830678088,0.756836227,0.903278907,1.000125592,27482,0
8628_2023,8628,1,int_2,3.381201665,3.012177839,3.754384793,1.000071795,26591,0
8628_2023,8628,1,sigma_1,0.267342011,0.216543222,0.320989412,1.000208403,23064,0
8660_2023,8660,1,cp_1,104.4925143,104.0169794,104.9759377,1.00011607,26837,0
8660_2023,8660,1,int_1,0.691327439,0.595291489,0.786129994,0.999992003,27545,0
8660_2023,8660,1,int_2,2.344447161,2.204963652,2.487050352,1.000303853,25975,0
8660_2023,8660,1,sigma_1,0.288515864,0.232867437,0.348577721,1.000137484,23146,0
8661_2023,8661,1,cp_1,74.48068047,74.00126811,74.96975625,1.000334599,20671,0
8661_2023,8661,1,int_1,0.305869952,0.163995357,0.447831671,1.000170611,23769,0
8661_2023,8661,1,int_2,1.436761566,1.386053583,1.487413971,1.000033566,26830,0
8661_2023,8661,1,sigma_1,0.171742868,0.139329457,0.208548294,0.999988552,21264,0
8663_2023,8663,1,cp_1,77.41286411,76.5641934,77.99992886,0.999992541,16284,0
8663_2023,8663,1,int_1,0.22953218,0.066313149,0.383347541,1.000042593,25954,0
8663_2023,8663,1,int_2,1.233782431,1.161704688,1.305139261,0.999985738,27338,0
8663_2023,8663,1,sigma_1,0.235669381,0.191042528,0.285377372,1.000112012,20830,0
8664_2023,8664,0,cp_1,75.49529191,75.02415206,75.97788982,1.000013961,28517,0
8664_2023,8664,0,int_1,0.181229523,0.10315461,0.258871817,1.0000584,26605,0
8664_2023,8664,0,int_2,0.9898332,0.959018953,1.020203246,1.000070705,27677,0
8664_2023,8664,0,sigma_1,0.103546701,0.083596183,0.125075839,1.000258991,22320,0
8665_2023,8665,0,cp_1,94.43606182,93.77952854,94.99997422,1.000593581,16690,0
8665_2023,8665,0,int_1,0.851725571,0.707994521,0.997801992,1.000087826,26875,0
8665_2023,8665,0,int_2,2.198734172,2.053637177,2.340550556,1.000033803,27406,0
8665_2023,8665,0,sigma_1,0.371187321,0.29877893,0.447532998,1.000040022,21948,0
8666_2023,8666,1,cp_1,96.93507609,95.00121379,98.21636078,0.999998712,21959,1
8666_2023,8666,1,int_1,1.367646948,1.172932311,1.570179238,1.00013265,24970,1
8666_2023,8666,1,int_2,3.040387134,2.818562667,3.257913449,1.000043816,25145,1
8666_2023,8666,1,sigma_1,0.526333752,0.42548238,0.634662645,1.000415031,22867,1
8667_2023,8667,1,cp_1,100.3202692,99.26836231,100.9999505,1.000065139,17096,1
8667_2023,8667,1,int_1,1.281914392,1.162642707,1.397196434,1.000027853,25173,1
8667_2023,8667,1,int_2,2.838363279,2.689895138,2.988083059,0.999970591,23795,1
8667_2023,8667,1,sigma_1,0.329451182,0.266344012,0.397529243,1.000157785,22340,1
8669_2023,8669,1,cp_1,76.49995151,76.0327688,76.98264414,0.999977343,30751,0
8669_2023,8669,1,int_1,0.917023154,0.79829327,1.032144984,1.000190607,27338,0
8669_2023,8669,1,int_2,2.473852042,2.395386107,2.556363389,1.000148112,27437,0
8669_2023,8669,1,sigma_1,0.226800927,0.180532776,0.276649522,1.000223162,22216,0
8670_2023,8670,1,cp_1,70.517313239999993,69.97862097,71.59091821,1.000101303,17348,1
8670_2023,8670,1,int_1,1.185203453,0.833331639,1.531424279,1.000365179,22042,1
8670_2023,8670,1,int_2,4.24994557,4.086123675,4.408407894,1.000042078,26374,1
8670_2023,8670,1,sigma_1,0.507231304,0.405962001,0.619919587,1.000054819,20123,1
8671_2023,8671,1,cp_1,79.61016789,68.41575795,90.99999218,1.01663227,79,0
8671_2023,8671,1,int_1,0.725637466,0.462665822,0.980299761,1.009012224,279,0
8671_2023,8671,1,int_2,1.279301912,1.138209282,1.437578592,1.006608612,256,0
8671_2023,8671,1,sigma_1,0.34005109,0.277615425,0.409173602,1.000042666,18425,0
8672_2023,8672,0,cp_1,100.4727844,76.04279727,110.6484208,1.024085144,147,1
8672_2023,8672,0,int_1,1.512502929,0.697090287,1.930800465,1.023495078,169,1
8672_2023,8672,0,int_2,3.854411515,2.801885494,4.477724038,1.017144356,185,1
8672_2023,8672,0,sigma_1,0.742050324,0.585860098,0.91030099,1.000346557,20397,1
8674_2023,8674,1,cp_1,53.01794695,48.22417538,57.70236835,1.000046397,31866,1
8674_2023,8674,1,int_1,0.60100289,0.110107763,1.090575658,1.000029643,27083,1
8674_2023,8674,1,int_2,3.357359366,3.230484511,3.483605548,1.000053656,28265,1
8674_2023,8674,1,sigma_1,0.502309446,0.418642975,0.596147137,1.00012218,22851,1
8675_2023,8675,0,cp_1,46.759354,46.00006061,47.87723998,1.01705476,2226,0
8675_2023,8675,0,int_1,0.268911564,-0.148476068,0.691308206,1.000812829,9547,0
8675_2023,8675,0,int_2,1.173342419,1.110248045,1.237832753,1.000152782,28100,0
8675_2023,8675,0,sigma_1,0.274296997,0.229540596,0.320566297,1.000019183,22525,0
8751_2023,8751,0,cp_1,54.49142499,54.03586922,54.99368003,1.000039243,26740,1
8751_2023,8751,0,int_1,0.589795878,0.46011495,0.719755199,1.000110958,26484,1
8751_2023,8751,0,int_2,4.176411435,4.101167376,4.252553153,1.000235802,26792,1
8751_2023,8751,0,sigma_1,0.312259579,0.267136281,0.360903524,1.000271718,24986,1
8752_2023,8752,1,cp_1,80.0343166,77.7671831,83.99987774,1.001741303,3031,0
8752_2023,8752,1,int_1,1.388620128,1.243096719,1.533202101,1.000199651,14505,0
8752_2023,8752,1,int_2,2.831974153,2.680586735,2.99470968,1.000201238,13168,0
8752_2023,8752,1,sigma_1,0.480848512,0.410805684,0.556766947,1.000073401,23055,0
8753_2023,8753,1,cp_1,117.3273239,116.2993247,117.9999255,1.000208705,10224,0
8753_2023,8753,1,int_1,0.818084303,0.689511797,0.94757642500000006,1.000213779,25761,0
8753_2023,8753,1,int_2,4.99477095,4.200690372,5.724109832,1.000195647,10758,0
8753_2023,8753,1,sigma_1,0.559426459,0.471211211,0.652316255,1.000011066,23930,0
8754_2023,8754,0,cp_1,91.57523672,91.00000568,92.60236137,1.000618862,17341,0
8754_2023,8754,0,int_1,0.688357374,0.532827318,0.845744247,1.000289433,27195,0
8754_2023,8754,0,int_2,2.369733456,2.161587506,2.571961103,1.000174845,27775,0
8754_2023,8754,0,sigma_1,0.559131986,0.471433158,0.652090072,1.000004069,22940,0
8755_2023,8755,1,cp_1,102.6357866,67.01070052,118.8765159,1.008090656,142,0
8755_2023,8755,1,int_1,0.58412538,0.460884799,0.719549165,1.015713323,588,0
8755_2023,8755,1,int_2,0.892932549,0.62384491500000006,1.130504426,1.001100396,897,0
8755_2023,8755,1,sigma_1,0.361282329,0.303811783,0.422616703,1.000104243,17565,0
8756_2023,8756,1,cp_1,80.6069838,65.01306736,100.9572507,1.048303127,43,0
8756_2023,8756,1,int_1,0.62155078,0.435483114,0.807411166,1.012324759,335,0
8756_2023,8756,1,int_2,0.960190191,0.796150326,1.153615951,1.026628566,351,0
8756_2023,8756,1,sigma_1,0.380260946,0.320879727,0.44540761,0.999998445,19311,0
8757_2023,8757,0,cp_1,85.47766717,66.28524633,119.0011879,1.004816033,63,0
8757_2023,8757,0,int_1,0.668959354,0.473060736,0.861398583,1.006331678,327,0
8757_2023,8757,0,int_2,0.945853874,0.742601862,1.2187058,1.038658104,402,0
8757_2023,8757,0,sigma_1,0.392830691,0.329958041,0.458947764,1.000111734,14841,0
8758_2023,8758,1,cp_1,73.32527029,44.00053015,114.9670467,1.004928286,726,0
8758_2023,8758,1,int_1,0.471083061,0.049721129,0.754961589,1.004667005,2013,0
8758_2023,8758,1,int_2,0.632357595,0.465760521,0.820815515,1.002327932,6094,0
8758_2023,8758,1,sigma_1,0.354338533,0.298271257,0.413422113,1.000473894,18465,0
8759_2023,8759,1,cp_1,52.49951709,52.030207420000004,52.97937094,1.000102596,31469,1
8759_2023,8759,1,int_1,0.608781041,0.315089488,0.892837156,1.000017288,28258,1
8759_2023,8759,1,int_2,4.83305609,4.727773759,4.93953482,1.000187068,27366,1
8759_2023,8759,1,sigma_1,0.443182634,0.373990289,0.518208276,1.000054609,23768,1
8760_2023,8760,1,cp_1,99.5488023,98.99228405,100.7258403,1.000140134,18844,0
8760_2023,8760,1,int_1,0.681021057,0.593918783,0.769187263,1.00005504,26165,0
8760_2023,8760,1,int_2,1.916885125,1.772981723,2.061102292,1.000057505,26071,0
8760_2023,8760,1,sigma_1,0.333879728,0.281426398,0.389697432,1.000077676,24840,0
8761_2023,8761,1,cp_1,88.38946339,64.53259242,101.8969967,1.005555832,1111,0
8761_2023,8761,1,int_1,0.455627613,0.375889107,0.537180693,1.013430698,2833,0
8761_2023,8761,1,int_2,0.672708378,0.476519503,0.884136339,1.005549932,1026,0
8761_2023,8761,1,sigma_1,0.247352494,0.203507514,0.29233658,1.000586334,13575,0
8771_2023,8771,1,cp_1,74.97668494,58.90323138,109.0599031,1.001641676,125,0
8771_2023,8771,1,int_1,0.525787677,0.437712585,0.616519692,1.003251954,564,0
8771_2023,8771,1,int_2,0.692912963,0.612776556,0.814249129,1.001808275,224,0
8771_2023,8771,1,sigma_1,0.18392621,0.156119441,0.214557048,0.999974853,20628,0
8773_2023,8773,0,cp_1,102.4983731,102.0229744,102.9733606,1.000030422,32138,1
8773_2023,8773,0,int_1,1.200838253,1.047622252,1.354225616,0.999968167,27907,1
8773_2023,8773,0,int_2,9.411591549,9.107289684,9.715509468,0.999975094,28281,1
8773_2023,8773,0,sigma_1,0.654505032,0.558703544,0.756833068,1.000124578,25856,1
8774_2023,8774,1,cp_1,92.49419285,83.9989143,96.57164811,1.017324696,260,0
8774_2023,8774,1,int_1,0.874569613,0.780355623,0.970587109,1.002248142,4296,0
8774_2023,8774,1,int_2,1.401549664,1.243813047,1.555397633,1.003696574,1345,0
8774_2023,8774,1,sigma_1,0.353512567,0.302003061,0.409569696,1.000075874,22151,0
8775_2023,8775,1,cp_1,95.39367075,94.00086188,96.76077272,1.000115512,23040,0
8775_2023,8775,1,int_1,0.71733087,0.643087396,0.790485893,1.000117658,29340,0
8775_2023,8775,1,int_2,1.412042455,1.284639462,1.536303833,0.999988735,24294,0
8775_2023,8775,1,sigma_1,0.294414449,0.251253732,0.341761379,1.000160499,23829,0
8802_2023,8802,1,cp_1,101.5042085,101.0269114,101.9775899,1.000058218,29243,0
8802_2023,8802,1,int_1,0.883735259,0.820487229,0.951780654,1.000074662,28073,0
8802_2023,8802,1,int_2,2.771865881,2.641236465,2.897321364,0.999970433,28515,0
8802_2023,8802,1,sigma_1,0.278851216,0.238162588,0.321843995,0.999984783,24633,0
8804_2023,8804,0,cp_1,94.40532069,93.41868803,94.99995071,1.000096397,11533,0
8804_2023,8804,0,int_1,0.167673429,0.007470095,0.331110817,1.000081433,26591,0
8804_2023,8804,0,int_2,1.643326567,1.391656142,1.895096261,1.000030163,26632,0
8804_2023,8804,0,sigma_1,0.648124329,0.551622194,0.746662958,1.000120517,24306,0
8805_2023,8805,0,cp_1,82.36689469,81.38193946,82.99999913,1.000036375,15205,1
8805_2023,8805,0,int_1,0.954801591,0.566818414,1.361079058,1.000102145,24056,1
8805_2023,8805,0,int_2,15.35002322,14.88238662,15.81759991,1.000217613,21617,1
8805_2023,8805,0,sigma_1,1.400052217,1.186899392,1.611801135,1.000017647,24701,1
8806_2023,8806,1,cp_1,101.3900234,100.4500726,101.9999656,1.000239203,16781,0
8806_2023,8806,1,int_1,0.219980325,0.143214144,0.294959638,1.000110274,26765,0
8806_2023,8806,1,int_2,2.230031013,2.082130159,2.376581699,1.00005115,23983,0
8806_2023,8806,1,sigma_1,0.320760122,0.272649212,0.370010646,1.000058873,25278,0
8807_2023,8807,0,cp_1,81.64107828,80.22873932,82.99875573,1.00059116,18030,1
8807_2023,8807,0,int_1,0.443784011,-0.226404028,1.134179455,1.000134395,24104,1
8807_2023,8807,0,int_2,13.80397352,13.01337129,14.58085415,1.00056552,21811,1
8807_2023,8807,0,sigma_1,2.342917088,2.000340293,2.696295255,1.000094301,25727,1
8810_2023,8810,1,cp_1,93.49946804,93.00456595,93.95285107,1.000019747,32266,1
8810_2023,8810,1,int_1,1.379474362,1.280433214,1.481820007,1.000042744,27940,1
8810_2023,8810,1,int_2,9.893130407,9.743645118,10.05117865,1.000139237,27858,1
8810_2023,8810,1,sigma_1,0.398772403,0.340761918,0.45983218,1.000262187,24667,1
8811_2023,8811,0,cp_1,112.4973559,112.0159312,112.9698538,1.000045222,28068,1
8811_2023,8811,0,int_1,1.78780248,1.658093287,1.911586074,1.00013172,29262,1
8811_2023,8811,0,int_2,5.814205683,5.418101944,6.204975657,1.000069524,26964,1
8811_2023,8811,0,sigma_1,0.563914676,0.479229705,0.650640099,1.000111399,25080,1
8812_2023,8812,0,cp_1,102.7908963,101.001543,104.6806983,1.000288329,14956,1
8812_2023,8812,0,int_1,4.988467627,4.067798103,5.913045779,1.000088474,25483,1
8812_2023,8812,0,int_2,19.85585863,17.97907626,21.7594388,1.00015494,20046,1
8812_2023,8812,0,sigma_1,3.710919381,3.148135995,4.306814364,1.000159282,22623,1
8901_2023,8901,1,cp_1,73.509524,73.01926579,73.97822048,1.001067283,20194,0
8901_2023,8901,1,int_1,1.663897986,1.46334638,1.853561116,1.000271012,27353,0
8901_2023,8901,1,int_2,0.592792888,0.467562799,0.723008758,1.000031022,26959,0
8901_2023,8901,1,sigma_1,0.44231412,0.368909831,0.522311793,1.000072143,22859,0
8902_2023,8902,1,cp_1,75.13657566,73.00019948,78.62812787,0.999996032,13122,0
8902_2023,8902,1,int_1,1.687190382,1.493539816,1.860195382,0.999977056,20918,0
8902_2023,8902,1,int_2,0.929276098,0.812710543,1.052570103,1.000084111,25694,0
8902_2023,8902,1,sigma_1,0.402871336,0.336150291,0.475773369,1.000149343,24059,0
8903_2023,8903,1,cp_1,109.0828313,103.401415,113.9839955,1.012566766,4128,0
8903_2023,8903,1,int_1,1.209684494,1.068174368,1.348351745,1.000411999,21434,0
8903_2023,8903,1,int_2,1.923675399,1.566955993,2.274870143,1.000879904,10992,0
8903_2023,8903,1,sigma_1,0.515354991,0.429742054,0.610404453,1.00011589,21329,0
8904_2023,8904,1,cp_1,89.35889961,88.3150356,89.99998072,1.000021848,17222,1
8904_2023,8904,1,int_1,1.25870085,0.897722705,1.623360176,1.000124236,25976,1
8904_2023,8904,1,int_2,5.678316877,5.285204682,6.071549331,1.000201224,25944,1
8904_2023,8904,1,sigma_1,1.089963063,0.902286494,1.284133799,1.00013272,22210,1
8905_2023,8905,1,cp_1,104.5026433,104.0168962,104.9707791,1.000063785,30195,0
8905_2023,8905,1,int_1,0.857021922,0.71769432,0.995174639,1.000224289,28349,0
8905_2023,8905,1,int_2,2.66787047,2.423962301,2.917772676,1.000039031,27280,0
8905_2023,8905,1,sigma_1,0.503351288,0.417623056,0.592504956,1.0000792,23961,0
8906_2023,8906,0,cp_1,56.49169227,56.00353667,56.98002876,1.000188316,18453,0
8906_2023,8906,0,int_1,0.768655704,0.513157739,1.019458199,1.0001137,20574,0
8906_2023,8906,0,int_2,2.025385575,1.943409199,2.104222597,1.000050413,26314,0
8906_2023,8906,0,sigma_1,0.210436688,0.156246431,0.271439646,1.000077943,16652,0
8907_2023,8907,1,cp_1,103.8464466,103.0003229,104.8663661,1.000061769,21329,0
8907_2023,8907,1,int_1,1.018438958,0.934302815,1.102317776,1.000198033,26566,0
8907_2023,8907,1,int_2,2.001012768,1.854918122,2.147580918,1.000070376,26005,0
8907_2023,8907,1,sigma_1,0.300072758,0.250167448,0.353563917,1.000094889,24728,0
8908_2023,8908,1,cp_1,99.92800238,70.58635541,112.266156,1.032645593,97,0
8908_2023,8908,1,int_1,1.188275453,0.907257881,1.741676622,1.022761589,267,0
8908_2023,8908,1,int_2,1.623076058,0.989440583,2.046304963,1.017400183,167,0
8908_2023,8908,1,sigma_1,0.633759921,0.520468705,0.743816615,1.000338792,20403,0
8909_2023,8909,1,cp_1,99.76045072,99.0008574,100.9152004,1.000027229,19281,1
8909_2023,8909,1,int_1,1.244362096,1.04425317,1.444511461,1.000080188,26796,1
8909_2023,8909,1,int_2,3.376143186,3.08092986,3.682446383,0.999974135,26159,1
8909_2023,8909,1,sigma_1,0.681416113,0.567727094,0.804095132,1.000108332,22852,1
8910_2023,8910,1,cp_1,67.29061561,54.00272934,86.78312017,1.000962543,825,0
8910_2023,8910,1,int_1,1.155786138,-0.157872152,2.098494058,1.001600773,852,0
8910_2023,8910,1,int_2,1.314135412,0.710074453,1.831349515,1.00194297,1337,0
8910_2023,8910,1,sigma_1,0.823569565,0.635954129,1.027442975,1.000334031,19044,0
8952_2023,8952,0,cp_1,89.78746388,88.44457784,90.99995193,1.000609242,15663,1
8952_2023,8952,0,int_1,0.438626796,0.098387942,0.779322097,1.000074288,26653,1
8952_2023,8952,0,int_2,2.581992237,2.252827408,2.92121341,1.000084,25341,1
8952_2023,8952,0,sigma_1,0.858577744,0.693307203,1.032969298,1.000233233,22505,1
8953_2023,8953,0,cp_1,89.14373652,86.92427109,90.99934695,1.005808499,8528,0
8953_2023,8953,0,int_1,0.46636042,0.223200822,0.709979805,1.000099903,24176,0
8953_2023,8953,0,int_2,1.905680781,1.662358219,2.141580176,1.0003697,20895,0
8953_2023,8953,0,sigma_1,0.595898999,0.480583941,0.725671888,1.000152244,19424,0
8955_2023,8955,1,cp_1,84.50286466,83.23648292,85.99919165,1.000280935,20324,1
8955_2023,8955,1,int_1,0.498604222,-0.024826565,1.008473789,1.000031683,25887,1
8955_2023,8955,1,int_2,3.55237758,3.146702081,3.958053142,1.00020163,25528,1
8955_2023,8955,1,sigma_1,1.151398338,0.93261416,1.393941416,1.000420772,21182,1
8989_2023,8989,1,cp_1,43.78826001,43.00000491,44.89690926,1.00030384,16210,0
8989_2023,8989,1,int_1,0.363857879,0.236062431,0.485603296,1.000134071,23141,0
8989_2023,8989,1,int_2,1.01771879,0.934553637,1.102441154,1.000442544,26192,0
8989_2023,8989,1,sigma_1,0.214952602,0.165814779,0.267964382,1.000174153,18749,0
8991_2023,8991,1,cp_1,48.05532196,32.36617433,78.53686622,1.041149638,537,0
8991_2023,8991,1,int_1,0.45880627,-0.101627397,1.144587664,1.010329112,1507,0
