"NestID","date","nsd_daily_mean","displacement","t_","days_numeric","BirdID"
"4613_2023_1",2023-02-01,16166.1391853728,42.7702832860511,2023-02-01 00:00:41,32,"4613_2023"
"4613_2023_1",2023-02-02,10596.492044415,33.2571625583971,2023-02-01 00:00:41,33,"4613_2023"
"4613_2023_1",2023-02-03,4389.15926622046,30.3180462770274,2023-02-01 00:00:41,34,"4613_2023"
"4613_2023_1",2023-02-04,6305.69950456888,32.1963392855184,2023-02-01 00:00:41,35,"4613_2023"
"4613_2023_1",2023-02-05,17382.3994614504,43.2505849989392,2023-02-01 00:00:41,36,"4613_2023"
"4613_2023_1",2023-02-06,59407.9279665349,61.5994141695361,2023-02-01 00:00:41,37,"4613_2023"
"4613_2023_1",2023-02-07,13552.4198392146,42.5057699796838,2023-02-01 00:00:41,38,"4613_2023"
"4613_2023_1",2023-02-08,42421.9604077718,48.049324809703,2023-02-01 00:00:41,39,"4613_2023"
"4613_2023_1",2023-02-09,47409.3473258091,52.3096015207835,2023-02-01 00:00:41,40,"4613_2023"
"4613_2023_1",2023-02-10,47620.6847434916,46.9233139368565,2023-02-01 00:00:41,41,"4613_2023"
"4613_2023_1",2023-02-11,5652.05207944516,39.0482977998242,2023-02-01 00:00:41,42,"4613_2023"
"4613_2023_1",2023-02-12,97695.175090455,82.0384525479099,2023-02-01 00:00:41,43,"4613_2023"
"4613_2023_1",2023-02-13,17297.5025511134,54.6778712795806,2023-02-01 00:00:41,44,"4613_2023"
"4613_2023_1",2023-02-14,4304.04320863208,29.9852013556409,2023-02-01 00:00:41,45,"4613_2023"
"4613_2023_1",2023-02-15,14703.608361532,48.5988345576404,2023-02-01 00:00:41,46,"4613_2023"
"4613_2023_1",2023-02-16,48819.7099837059,79.5611468673243,2023-02-01 00:00:41,47,"4613_2023"
"4613_2023_1",2023-02-17,128579.831430294,92.8524077667806,2023-02-01 00:00:41,48,"4613_2023"
"4613_2023_1",2023-02-18,16086.5027121801,52.2568379570392,2023-02-01 00:00:41,49,"4613_2023"
"4613_2023_1",2023-02-19,127812.514187017,86.4068085884538,2023-02-01 00:00:41,50,"4613_2023"
"4613_2023_1",2023-02-20,89902.1426756372,72.8421585613618,2023-02-01 00:00:41,51,"4613_2023"
"4613_2023_1",2023-02-21,23700.563263461,69.8534246672432,2023-02-01 00:00:41,52,"4613_2023"
"4613_2023_1",2023-02-22,277227.52889081,80.997075250473,2023-02-01 00:00:41,53,"4613_2023"
"4613_2023_1",2023-02-23,31629.6404511572,55.133849616516,2023-02-01 00:00:41,54,"4613_2023"
"4613_2023_1",2023-02-24,14762.1881663644,44.8125387380692,2023-02-01 00:00:41,55,"4613_2023"
"4613_2023_1",2023-02-25,14205.3463471957,38.816529423315,2023-02-01 00:00:41,56,"4613_2023"
"4613_2023_1",2023-02-26,31810.6784248863,63.9837361268676,2023-02-01 00:00:41,57,"4613_2023"
"4613_2023_1",2023-02-27,7484.75560681034,36.0205009480339,2023-02-01 00:00:41,58,"4613_2023"
"4613_2023_1",2023-02-28,14281.3551389692,40.7348802577085,2023-02-01 00:00:41,59,"4613_2023"
"4613_2023_1",2023-03-01,9656.85439251966,33.2569685839129,2023-02-01 00:00:41,60,"4613_2023"
"4613_2023_1",2023-03-02,20141.7662989759,56.9998786736336,2023-02-01 00:00:41,61,"4613_2023"
"4613_2023_1",2023-03-03,81240.1139067295,82.5187610459499,2023-02-01 00:00:41,62,"4613_2023"
