"NestID","date","nsd_daily_mean","displacement","t_","days_numeric","BirdID"
"8758_2023_1",2023-02-13,13759.7824052318,127.758119632394,2023-02-13 21:00:16,44,"8758_2023"
"8758_2023_1",2023-02-14,118815.320804129,70.2256873577673,2023-02-13 21:00:16,45,"8758_2023"
"8758_2023_1",2023-02-15,20947.2510510769,50.311977527621,2023-02-13 21:00:16,46,"8758_2023"
"8758_2023_1",2023-02-16,273479.558278375,61.1987969223422,2023-02-13 21:00:16,47,"8758_2023"
"8758_2023_1",2023-02-17,29981.5801945892,65.2462006931883,2023-02-13 21:00:16,48,"8758_2023"
"8758_2023_1",2023-02-18,36187.303219681,33.8029810988803,2023-02-13 21:00:16,49,"8758_2023"
"8758_2023_1",2023-02-19,24332.9435828706,63.9034926967363,2023-02-13 21:00:16,50,"8758_2023"
"8758_2023_1",2023-02-20,52970.2357336044,63.6652882537676,2023-02-13 21:00:16,51,"8758_2023"
"8758_2023_1",2023-02-21,23153.81664498,46.2674300592106,2023-02-13 21:00:16,52,"8758_2023"
"8758_2023_1",2023-02-22,15506.4670346345,50.6121317019803,2023-02-13 21:00:16,53,"8758_2023"
"8758_2023_1",2023-02-23,56318.8010957932,65.8419783186226,2023-02-13 21:00:16,54,"8758_2023"
"8758_2023_1",2023-02-24,50922.8789367602,57.6757615301345,2023-02-13 21:00:16,55,"8758_2023"
"8758_2023_1",2023-02-25,40390.0574358993,51.839381302672,2023-02-13 21:00:16,56,"8758_2023"
"8758_2023_1",2023-02-26,91479.3367331372,49.9630640368678,2023-02-13 21:00:16,57,"8758_2023"
"8758_2023_1",2023-02-27,55680.8965026694,57.8449669538856,2023-02-13 21:00:16,58,"8758_2023"
"8758_2023_1",2023-02-28,9349.14192182317,48.3252071623519,2023-02-13 21:00:16,59,"8758_2023"
"8758_2023_1",2023-03-01,22001.1419614943,51.2008815051242,2023-02-13 21:00:16,60,"8758_2023"
"8758_2023_1",2023-03-02,29417.7556515643,49.9891527407931,2023-02-13 21:00:16,61,"8758_2023"
"8758_2023_1",2023-03-03,12878.3410707349,43.2587517347184,2023-02-13 21:00:16,62,"8758_2023"
"8758_2023_1",2023-03-04,39575.882916626,63.5704747650433,2023-02-13 21:00:16,63,"8758_2023"
"8758_2023_1",2023-03-05,34154.2629156365,55.7728563041033,2023-02-13 21:00:16,64,"8758_2023"
"8758_2023_1",2023-03-06,5404.5766256549,32.9348798126996,2023-02-13 21:00:16,65,"8758_2023"
"8758_2023_1",2023-03-07,7367.30691228886,59.8203144785195,2023-02-13 21:00:16,66,"8758_2023"
"8758_2023_1",2023-03-08,5062.66581430382,38.7864112509099,2023-02-13 21:00:16,67,"8758_2023"
"8758_2023_1",2023-03-09,3105.97591531461,23.6621163462807,2023-02-13 21:00:16,68,"8758_2023"
"8758_2023_1",2023-03-10,21505.7821201008,64.9139429005689,2023-02-13 21:00:16,69,"8758_2023"
"8758_2023_1",2023-03-11,25757.2472902894,49.7244358011023,2023-02-13 21:00:16,70,"8758_2023"
"8758_2023_1",2023-03-12,72934.2652264539,55.7147586025634,2023-02-13 21:00:16,71,"8758_2023"
"8758_2023_1",2023-03-13,23467.162215413,62.2023343416058,2023-02-13 21:00:16,72,"8758_2023"
"8758_2023_1",2023-03-14,71134.9119275337,61.5301117501946,2023-02-13 21:00:16,73,"8758_2023"
"8758_2023_1",2023-03-15,16438.2156595658,84.0713084242418,2023-02-13 21:00:16,74,"8758_2023"
"8758_2023_1",2023-03-16,43861.5880543465,76.4136431667961,2023-02-13 21:00:16,75,"8758_2023"
"8758_2023_1",2023-03-17,217443.12228921,91.1178919284874,2023-02-13 21:00:16,76,"8758_2023"
"8758_2023_1",2023-03-18,78003.9202064847,87.9215042474122,2023-02-13 21:00:16,77,"8758_2023"
"8758_2023_1",2023-03-19,245675.352904006,80.7634091436861,2023-02-13 21:00:16,78,"8758_2023"
"8758_2023_1",2023-03-20,40957.066140358,81.0367890858489,2023-02-13 21:00:16,79,"8758_2023"
